"id","ident","type","name","continent","iso_country","iso_region","municipality","iata_code"
"4650","03N","small_airport","Utirik Airport","OC","MH","MH-UTI","Utirik Island","UTK"
"7063","0AK","small_airport","Pilot Station Airport","NA","US","US-AK","Pilot Station","PQS"
"7977","16A","small_airport","Nunapitchuk Airport","NA","US","US-AK","Nunapitchuk","NUP"
"11318","4A2","small_airport","Atmautluak Airport","NA","US","US-AK","Atmautluak","ATT"
"11487","4K5","small_airport","Ouzinkie Airport","NA","US","US-AK","Ouzinkie","KOZ"
"12243","5A8","medium_airport","Aleknagik / New Airport","NA","US","US-AK","Aleknagik","WKK"
"14173","7KA","small_airport","Tatitlek Airport","NA","US","US-AK","Tatitlek","TEK"
"15640","9A3","small_airport","Chuathbaluk Airport","NA","US","US-AK","Chuathbaluk","CHU"
"16069","9Z8","small_airport","Levelock Airport","NA","US","US-AK","Levelock","KLL"
"16089","A79","small_airport","Chignik Lake Airport","NA","US","US-AK","Chignik Lake","KCQ"
"301649","AGAF","small_airport","Afutara Aerodrome","OC","SB","SB-ML","Bila","AFT"
"35172","AGAT","small_airport","Uru Harbour Airport","OC","SB","SB-ML","Atoifi","ATD"
"30634","AGGA","small_airport","Gwaunaru'u Airport","OC","SB","SB-ML","Auki","AKS"
"302047","AGGB","small_airport","Bellona/Anua Airport","OC","SB","SB-RB","Anua","BNY"
"302291","AGGC","small_airport","Choiseul Bay Airport","OC","SB","SB-CH","-","CHY"
"30678","AGGE","small_airport","Ballalae Airport","OC","SB","SB-WE","Ballalae","BAS"
"35167","AGGF","small_airport","Fera/Maringe Airport","OC","SB","SB-IS","Fera Island","FRE"
"3","AGGH","large_airport","Honiara International Airport","OC","SB","SB-GU","Honiara","HIR"
"31885","AGGI","small_airport","Babanakira Airport","OC","SB","SB-GU","Mbambanakira","MBU"
"31686","AGGK","small_airport","Ngorangora Airport","OC","SB","SB-MK","Kirakira","IRA"
"32275","AGGL","small_airport","Santa Cruz/Graciosa Bay/Luova Airport","OC","SB","SB-TE","Santa Cruz/Graciosa Bay/Luova","SCZ"
"4","AGGM","medium_airport","Munda Airport","OC","SB","SB-WE","Munda","MUA"
"31563","AGGN","small_airport","Nusatupe Airport","OC","SB","SB-WE","Gizo","GZO"
"31932","AGGO","small_airport","Mono Airport","OC","SB","SB-WE","Stirling Island","MNY"
"35171","AGGR","small_airport","Rennell/Tingoa Airport","OC","SB","SB-RB","Rennell Island","RNL"
"308425","AGGT","small_airport","Santa Ana Airport","OC","SB","SB-MK","Santa Ana Island","NNB"
"32238","AGGU","small_airport","Marau Airport","OC","SB","SB-GU","Marau","RUS"
"32564","AGGV","small_airport","Suavanao Airport","OC","SB","SB-IS","Suavanao","VAO"
"302292","AGGY","small_airport","Yandina Airport","OC","SB","SB-CE","Yandina","XYA"
"35169","AGKG","small_airport","Kaghau Airport","OC","SB","SB-CH","Kagau Island","KGE"
"35168","AGOK","small_airport","Gatokae Aerodrome","OC","SB","SB-WE","Gatokae","GTA"
"35170","AGRM","small_airport","Ramata Airport","OC","SB","SB-WE","Ramata","RBV"
"299328","AIP","small_airport","Ailinglaplap Airok Airport","OC","MH","MH-ALL","Bigatyelang Island","AIC"
"45229","AMC","small_airport","Mar de Cortés International Airport","NA","MX","MX-SON","Puerto Peñasco","PPE"
"8","ANYN","medium_airport","Nauru International Airport","OC","NR","NR-14","Yaren District","INU"
"301672","ATP","small_airport","Aitape Airport","OC","PG","PG-SAN","Aitape","ATP"
"354527","AU-0456","small_airport","Gruyere Airport","OC","AU","AU-WA","Gruyere Mine village","GYZ"
"354528","AU-0457","small_airport","Karara Airport","OC","AU","AU-WA","Karara","KQR"
"314558","AXF","medium_airport","Alxa Left Banner Bayanhot Airport","AS","CN","CN-15","Bayanhot","AXF"
"53","AYBK","medium_airport","Buka Airport","OC","PG","PG-NSB","Buka Island","BUA"
"54","AYCH","medium_airport","Chimbu Airport","OC","PG","PG-CPK","Kundiawa","CMU"
"55","AYDU","medium_airport","Daru Airport","OC","PG","PG-WPD","Daru","DAU"
"56","AYGA","medium_airport","Goroka Airport","OC","PG","PG-EHG","Goronka","GKA"
"57","AYGN","medium_airport","Gurney Airport","OC","PG","PG-MBA","Gurney","GUR"
"58","AYGR","medium_airport","Girua Airport","OC","PG","PG-NPP","Popondetta","PNP"
"59","AYHK","medium_airport","Hoskins Airport","OC","PG","PG-WBK","Kimbe","HKN"
"302264","AYIQ","small_airport","Aropa Airport","OC","PG","PG-NSB","Kieta","KIE"
"35188","AYKA","small_airport","Losuia Airport","OC","PG","PG-MBA","Losuia","LSA"
"35185","AYKI","small_airport","Kiunga Airport","OC","PG","PG-WPD","Kiunga","UNG"
"35184","AYKK","small_airport","Kikori Airport","OC","PG","PG-GPK","Kikori","KRI"
"60","AYKM","medium_airport","Kerema Airport","OC","PG","PG-GPK","Kerema","KMA"
"61","AYKV","medium_airport","Kavieng Airport","OC","PG","PG-NIK","Kavieng","KVG"
"31837","AYKY","small_airport","Londolovit Airport","OC","PG","PG-NIK","Londolovit","LNV"
"62","AYMD","medium_airport","Madang Airport","OC","PG","PG-MPM","Madang","MAG"
"63","AYMH","medium_airport","Mount Hagen Kagamuga Airport","OC","PG","PG-WHM","Mount Hagen","HGU"
"64","AYMN","medium_airport","Mendi Airport","OC","PG","PG-SHM","Mendi","MDU"
"65","AYMO","medium_airport","Momote Airport","OC","PG","PG-MRL","Manus Island","MAS"
"31981","AYMR","small_airport","Moro Airport","OC","PG","PG-SHM","Moro","MXH"
"31911","AYMS","small_airport","Misima Island Airport","OC","PG","PG-MBA","Misima Island","MIS"
"66","AYNZ","medium_airport","Nadzab Airport","OC","PG","PG-MPL","Lae","LAE"
"67","AYPY","large_airport","Port Moresby Jacksons International Airport","OC","PG","PG-NCD","Port Moresby","POM"
"32451","AYTA","small_airport","Tari Airport","OC","PG","PG-HE","Tari","TIZ"
"32425","AYTB","small_airport","Tabubil Airport","OC","PG","PG-WPD","Tabubil","TBG"
"307594","AYTI","small_airport","Tapini Airport","OC","PG","PG-CPM","Tapini","TPI"
"68","AYTK","medium_airport","Tokua Airport","OC","PG","PG-EBR","Kokopo","RAB"
"69","AYVN","medium_airport","Vanimo Airport","OC","PG","PG-SAN","Vanimo","VAI"
"70","AYWD","medium_airport","Wapenamanda Airport","OC","PG","PG-EPW","Wapenamanda","WBM"
"71","AYWK","medium_airport","Wewak International Airport","OC","PG","PG-ESW","Wewak","WWK"
"307247","AYWT","small_airport","Woitape Airport","OC","PG","PG-CPM","Fatima Mission","WTP"
"312469","AYYR","small_airport","Yasuru Airport","OC","PG","PG-MPL","Yasuru","KSX"
"27301","BCW","medium_airport","Benguera Island Airport","AF","MZ","MZ-I","Benguera Island","BCW"
"31697","BGAA","medium_airport","Aasiaat Airport","NA","GL","GL-U-A","Aasiaat","JEG"
"43214","BGAG","heliport","Aappilattoq (Qaasuitsup) Heliport","NA","GL","GL-U-A","Qaasuitsup","AOQ"
"42247","BGAM","heliport","Tasiilaq Heliport","NA","GL","GL-U-A","Tasiilaq","AGM"
"35286","BGAT","heliport","Attu Heliport","NA","GL","GL-U-A","Attu","QGQ"
"113","BGBW","medium_airport","Narsarsuaq Airport","NA","GL","GL-U-A","Narsarsuaq","UAK"
"35299","BGCH","heliport","Qasigiannguit Heliport","NA","GL","GL-U-A","Qasigiannguit","JCH"
"30839","BGCO","small_airport","Neerlerit Inaat Airport","NA","GL","GL-U-A","Neerlerit Inaat","CNP"
"44052","BGET","heliport","Eqalugaarsuit Heliport","NA","GL","GL-U-A","Eqalugaarsuit","QFG"
"114","BGGH","medium_airport","Nuuk Airport","NA","GL","GL-U-A","Nuuk","GOH"
"35300","BGGN","heliport","Qeqertarsuaq Heliport","NA","GL","GL-U-A","Qeqertarsuaq Airport","JGO"
"44054","BGIG","heliport","Iginniarfik","NA","GL","GL-U-A","Iginniarfik","QFI"
"35290","BGIK","heliport","Ikerassaarsuk Heliport","NA","GL","GL-U-A","Ikerassaarsuk","QRY"
"35291","BGIL","heliport","Ilimanaq Heliport","NA","GL","GL-U-A","Ilimanaq","XIQ"
"44056","BGIN","heliport","Innarsuit Heliport","NA","GL","GL-U-A","Innarsuit","IUI"
"44057","BGIS","heliport","Isortoq Heliport","NA","GL","GL-U-A","Isortoq","IOQ"
"35289","BGIT","heliport","Ikamiut Heliport","NA","GL","GL-U-A","Ikamiut","QJI"
"35298","BGJH","heliport","Qaqortoq Heliport","NA","GL","GL-U-A","Qaqortoq","JJU"
"31694","BGJN","small_airport","Ilulissat Airport","NA","GL","GL-U-A","Ilulissat","JAV"
"35292","BGKA","heliport","Kangaatsiaq Heliport","NA","GL","GL-U-A","Kangaatsiaq","QPW"
"31786","BGKK","medium_airport","Kulusuk Airport","NA","GL","GL-U-A","Kulusuk","KUS"
"44060","BGKM","heliport","Kuummiut Heliport","NA","GL","GL-U-A","Kuummiut","KUZ"
"43218","BGKQ","heliport","Kullorsuaq Heliport","NA","GL","GL-U-A","Kullorsuaq","KHQ"
"43217","BGKS","heliport","Kangersuatsiaq Heliport","NA","GL","GL-U-A","Kangersuatsiaq","KGQ"
"35293","BGKT","heliport","Kitsissuarsuit Heliport","NA","GL","GL-U-A","Kitsissuarsuit","QJE"
"31711","BGMQ","small_airport","Maniitsoq Airport","NA","GL","GL-U-A","Maniitsoq","JSU"
"35295","BGNS","heliport","Narsaq Heliport","NA","GL","GL-U-A","Narsaq","JNS"
"44063","BGNT","heliport","Niaqornat Heliport","NA","GL","GL-U-A","Niaqornat","NIQ"
"43220","BGNU","heliport","Nuussuaq Heliport","NA","GL","GL-U-A","Nuussuaq","NSQ"
"44065","BGPT","small_airport","Paamiut Airport","NA","GL","GL-U-A","Paamiut","JFR"
"43221","BGQE","heliport","Qeqertaq Heliport","NA","GL","GL-U-A","Qeqertaq","PQT"
"32004","BGQQ","small_airport","Qaanaaq Airport","NA","GL","GL-U-A","Qaanaaq","NAQ"
"44058","BGSC","heliport","Ittoqqortoormiit Heliport","NA","GL","GL-U-A","Ittoqqortoormiit","OBY"
"115","BGSF","medium_airport","Kangerlussuaq Airport","NA","GL","GL-U-A","Kangerlussuaq","SFJ"
"44070","BGSI","heliport","Siorapaluk Heliport","NA","GL","GL-U-A","Siorapaluk","SRK"
"31700","BGSS","medium_airport","Sisimiut Airport","NA","GL","GL-U-A","Sisimiut","JHS"
"44068","BGSV","heliport","Savissivik Heliport","NA","GL","GL-U-A","Savissivik","SVR"
"116","BGTL","medium_airport","Thule Air Base","NA","GL","GL-U-A","Thule","THU"
"44076","BGTN","heliport","Tiniteqilaaq Heliport","NA","GL","GL-U-A","Tiniteqilaaq","TQI"
"31713","BGUK","small_airport","Upernavik Airport","NA","GL","GL-U-A","Upernavik","JUV"
"43225","BGUM","heliport","Uummannaq Heliport","NA","GL","GL-U-A","Uummannaq","UMD"
"31709","BGUQ","small_airport","Qaarsut Airport","NA","GL","GL-U-A","Uummannaq","JQA"
"43223","BGUT","heliport","Ukkusissat Heliport","NA","GL","GL-U-A","Ukkusissat","JUK"
"117","BIAR","medium_airport","Akureyri Airport","EU","IS","IS-6","Akureyri","AEY"
"119","BIEG","medium_airport","Egilsstaðir Airport","EU","IS","IS-7","Egilsstaðir","EGS"
"31549","BIGR","small_airport","Grímsey Airport","EU","IS","IS-6","Grímsey","GRY"
"120","BIHN","medium_airport","Hornafjörður Airport","EU","IS","IS-8","Höfn","HFN"
"121","BIHU","medium_airport","Húsavík Airport","EU","IS","IS-6","Húsavík","HZK"
"122","BIIS","medium_airport","Ísafjörður Airport","EU","IS","IS-4","Ísafjörður","IFJ"
"123","BIKF","large_airport","Keflavik International Airport","EU","IS","IS-2","Reykjavík","KEF"
"125","BIRK","medium_airport","Reykjavik Airport","EU","IS","IS-1","Reykjavik","RKV"
"127","BITN","small_airport","Þórshöfn Airport","EU","IS","IS-6","Þórshöfn","THO"
"32593","BIVO","small_airport","Vopnafjörður Airport","EU","IS","IS-7","Vopnafjörður","VPN"
"4614","BKPR","medium_airport","Priština Adem Jashari International Airport","EU","XK","XK-01","Prishtina","PRN"
"28482","BMQ","small_airport","Bamburi Airport","AF","KE","KE-300","Bamburi","BMQ"
"301979","BOT","small_airport","Bosset Airport","OC","PG","PG-WPD","Bosset","BOT"
"333222","BR-0569","medium_airport","Glauber de Andrade Rocha Airport","SA","BR","BR-BA","Vitória da Conquista","VDC"
"44573","BZ-BCV","small_airport","Hector Silva Airstrip","NA","BZ","BZ-CY","Belmopan","BCV"
"42216","BZ-BGK","medium_airport","Big Creek Airport","NA","BZ","BZ-SC","Big Creek","BGK"
"30861","BZ-CUK","medium_airport","Caye Caulker Airport","NA","BZ","BZ-BZ","Caye Caulker","CUK"
"30867","BZ-CYC","medium_airport","Caye Chapel Airport","NA","BZ","BZ-BZ","Caye Chapel","CYC"
"42209","BZ-CZH","medium_airport","Corozal Municipal Airport","NA","BZ","BZ-CZL","Corozal","CZH"
"42207","BZ-DGA","medium_airport","Dangriga Airport","NA","BZ","BZ-SC","Dangriga","DGA"
"42217","BZ-PLJ","medium_airport","Placencia Airport","NA","BZ","BZ-SC","Placencia","PLJ"
"35305","BZ-PND","medium_airport","Punta Gorda Airport","NA","BZ","BZ-TOL","Punta Gorda","PND"
"42210","BZ-SJX","medium_airport","Sartaneja Airport","NA","BZ","BZ-CZL","Sartaneja","SJX"
"32370","BZ-SPR","medium_airport","John Greif II Airport","NA","BZ","BZ-CY","San Pedro","SPR"
"42215","BZ-TZA","medium_airport","Sir Barry Bowen Municipal Airport","NA","BZ","BZ-BZ","Belize City","TZA"
"614","CAD4","small_airport","Trail Airport","NA","CA","CA-BC","Trail","YZZ"
"624","CAJ4","medium_airport","Anahim Lake Airport","NA","CA","CA-BC","Anahim Lake","YAA"
"657","CAZ5","medium_airport","Cache Creek-Ashcroft Regional Airport","NA","CA","CA-BC","Cache Creek","YZA"
"664","CBBC","medium_airport","Bella Bella (Campbell Island) Airport","NA","CA","CA-BC","Bella Bella","ZEL"
"717","CBS8","small_airport","Alberni Valley Regional Airport","NA","CA","CA-BC","Port Alberni","YPB"
"743","CCA6","small_airport","Williams Harbour Airport","NA","CA","CA-NL","Williams Harbour","YWM"
"750","CCD4","small_airport","Postville Airport","NA","CA","CA-NL","Postville","YSO"
"764","CCK4","small_airport","St. Lewis (Fox Harbour) Airport","NA","CA","CA-NL","St. Lewis","YFX"
"771","CCP4","small_airport","Port Hope Simpson Airport","NA","CA","CA-NL","Port Hope Simpson","YHA"
"793","CCZ2","small_airport","Rigolet Airport","NA","CA","CA-NL","Rigolet","YRG"
"874","CEM3","small_airport","Whatì Airport","NA","CA","CA-NT","Whatì","YLE"
"954","CFJ2","small_airport","Wekweètì Airport","NA","CA","CA-NT","Wekweètì","YFJ"
"1139","CJV7","small_airport","Summer Beaver Airport","NA","CA","CA-ON","Summer Beaver","SUR"
"1162","CKB6","small_airport","Wapekeka Airport","NA","CA","CA-ON","Angling Lake","YAX"
"1200","CKL3","small_airport","Wunnumin Lake Airport","NA","CA","CA-ON","Wunnumin Lake","WNN"
"1218","CKQ3","small_airport","North Spirit Lake Airport","NA","CA","CA-ON","North Spirit Lake","YNO"
"43975","CN-0005","small_airport","Tangshan Sannühe Airport","AS","CN","CN-13","Tangshan","TVS"
"44100","CN-0024","medium_airport","Zhangjiakou Ningyuan Airport","AS","CN","CN-13","Zhangjiakou","ZQZ"
"44103","CN-0027","medium_airport","Baoshan Yunrui Airport","AS","CN","CN-53","Baoshan (Longyang)","BSD"
"44116","CN-0040","medium_airport","Lincang Boshang Airport","AS","CN","CN-53","Lincang","LNJ"
"44122","CN-0046","medium_airport","Xigaze Peace Airport / Shigatse Air Base","AS","CN","CN-54","Xigazê (Samzhubzê)","RKZ"
"44126","CN-0050","medium_airport","Panzhihua Bao'anying Airport","AS","CN","CN-51","Panzhihua (Renhe)","PZI"
"44139","CN-0061","medium_airport","Foshan Shadi Airport","AS","CN","CN-44","Foshan (Nanhai)","FUO"
"323881","CN-0062","small_airport","Bazhong Enyang Airport","AS","CN","CN-51","Bazhong (Enyang)","BZX"
"323907","CN-0067","medium_airport","Xinyang Minggang Airport","AS","CN","CN-41","Xinyang","XAI"
"44146","CN-0068","medium_airport","Huizhou Pingtan Airport","AS","CN","CN-44","Huizhou (Pingtan)","HUZ"
"44157","CN-0079","medium_airport","Shaoguan Danxia Airport","AS","CN","CN-44","Shaoguan","HSC"
"44159","CN-0081","medium_airport","Jinggangshan Airport","AS","CN","CN-36","Ji'an","JGS"
"44160","CN-0082","medium_airport","Baise Youjiang Airport","AS","CN","CN-45","Baise (Tianyang)","AEB"
"44167","CN-0089","medium_airport","Lianyungang Huaguoshan International Airport","AS","CN","CN-32","Lianyungang","LYG"
"44191","CN-0113","medium_airport","Altay Xuedu Airport","AS","CN","CN-65","Altay","AAT"
"44208","CN-0130","medium_airport","Tianshui Maijishan Airport","AS","CN","CN-62","Tianshui (Maiji)","THQ"
"44221","CN-0143","small_airport","Zhangye Ganzhou Airport","AS","CN","CN-62","Zhangye (Ganzhou)","YZY"
"44267","CN-0189","medium_airport","Dandong Langtou Airport","AS","CN","CN-21","Zhenxing, Dandong","DDG"
"354995","CN-0353","medium_airport","Zhanjiang Wuchuan Airport","AS","CN","CN-44","Zhanjiang","ZHA"
"355952","CN-0359","small_airport","Zhaosu Tianma Airport","AS","CN","CN-65","Zhaosu","ZFL"
"32048","CN-NTG","medium_airport","Nantong Xingdong International Airport","AS","CN","CN-32","Nantong","NTG"
"1299","CNE3","small_airport","Bearskin Lake Airport","NA","CA","CA-ON","Bearskin Lake","XBE"
"1308","2","small_airport","Natuashish Airport","NA","CA","CA-NL","Natuashish","YNP"
"1324","CNM5","small_airport","Kingfisher Lake Airport","NA","CA","CA-ON","Kingfisher Lake","KIF"
"1343","CNT3","small_airport","Ogoki Post Airport","NA","CA","CA-ON","Ogoki Post","YOG"
"41597","CO-LCR","small_airport","La Chorrera Airport","SA","CO","CO-AMA","La Chorrera","LCR"
"35319","CO-TCD","small_airport","Tarapacá Airport","SA","CO","CO-AMA","Tarapacá","TCD"
"1465","CPV7","small_airport","Poplar Hill Airport","NA","CA","CA-ON","Poplar Hill","YHP"
"1563","CSU2","small_airport","Chisasibi Airport","NA","CA","CA-QC","Chisasibi","YKU"
"1590","CTB6","small_airport","Tête-à-la-Baleine Airport","NA","CA","CA-QC","Tête-à-la-Baleine","ZTB"
"1619","CTU5","small_airport","La Tabatière Airport","NA","CA","CA-QC","La Tabatière","ZLT"
"44646","CY-0002","medium_airport","Lefkoniko Airport / Geçitkale Air Base","AS","CY","CY-03","Geçitkale","GEC"
"46596","CYAB","small_airport","Arctic Bay Airport","NA","CA","CA-NU","Arctic Bay","YAB"
"1652","CYAC","medium_airport","Cat Lake Airport","NA","CA","CA-ON","Cat Lake","YAC"
"1654","CYAG","medium_airport","Fort Frances Municipal Airport","NA","CA","CA-ON","Fort Frances","YAG"
"1656","CYAL","medium_airport","Alert Bay Airport","NA","CA","CA-BC","Alert Bay","YAL"
"1657","CYAM","medium_airport","Sault Ste Marie Airport","NA","CA","CA-ON","Sault Ste Marie","YAM"
"1658","CYAQ","medium_airport","Kasabonika Airport","NA","CA","CA-ON","Kasabonika","XKS"
"1659","CYAS","medium_airport","Kangirsuk Airport","NA","CA","CA-QC","Kangirsuk","YKG"
"1660","CYAT","medium_airport","Attawapiskat Airport","NA","CA","CA-ON","Attawapiskat","YAT"
"1665","CYAY","medium_airport","St. Anthony Airport","NA","CA","CA-NL","St. Anthony","YAY"
"1666","CYAZ","medium_airport","Tofino / Long Beach Airport","NA","CA","CA-BC","Tofino","YAZ"
"1668","CYBB","medium_airport","Kugaaruk Airport","NA","CA","CA-NU","Kugaaruk","YBB"
"1669","CYBC","medium_airport","Baie-Comeau Airport","NA","CA","CA-QC","Baie-Comeau","YBC"
"1670","CYBD","medium_airport","Bella Coola Airport","NA","CA","CA-BC","Bella Coola","QBC"
"1671","CYBE","medium_airport","Uranium City Airport","NA","CA","CA-SK","Uranium City","YBE"
"1672","CYBF","medium_airport","Bonnyville Airport","NA","CA","CA-AB","Bonnyville","YBY"
"1673","CYBG","medium_airport","CFB Bagotville","NA","CA","CA-QC","Bagotville","YBG"
"1674","CYBK","medium_airport","Baker Lake Airport","NA","CA","CA-NU","Baker Lake","YBK"
"1675","CYBL","medium_airport","Campbell River Airport","NA","CA","CA-BC","Campbell River","YBL"
"1677","CYBQ","medium_airport","Tadoule Lake Airport","NA","CA","CA-MB","Tadoule Lake","XTL"
"1678","CYBR","medium_airport","Brandon Municipal Airport","NA","CA","CA-MB","Brandon","YBR"
"1679","CYBT","medium_airport","Brochet Airport","NA","CA","CA-MB","Brochet","YBT"
"1681","CYBV","medium_airport","Berens River Airport","NA","CA","CA-MB","Berens River","YBV"
"1683","CYBX","medium_airport","Lourdes-de-Blanc-Sablon Airport","NA","CA","CA-QC","Blanc-Sablon","YBX"
"1684","CYCA","medium_airport","Cartwright Airport","NA","CA","CA-NL","Cartwright","YRF"
"1685","CYCB","medium_airport","Cambridge Bay Airport","NA","CA","CA-NU","Cambridge Bay","YCB"
"1687","CYCD","medium_airport","Nanaimo Airport","NA","CA","CA-BC","Nanaimo","YCD"
"1689","CYCG","medium_airport","Castlegar/West Kootenay Regional Airport","NA","CA","CA-BC","Castlegar","YCG"
"1690","CYCH","medium_airport","Miramichi Airport","NA","CA","CA-NB","Miramichi","YCH"
"1691","CYCL","medium_airport","Charlo Airport","NA","CA","CA-NB","Charlo","YCL"
"1693","CYCO","medium_airport","Kugluktuk Airport","NA","CA","CA-NU","Kugluktuk","YCO"
"1697","CYCS","medium_airport","Chesterfield Inlet Airport","NA","CA","CA-NU","Chesterfield Inlet","YCS"
"1701","CYCY","medium_airport","Clyde River Airport","NA","CA","CA-NU","Clyde River","YCY"
"1703","CYDA","medium_airport","Dawson City Airport","NA","CA","CA-YT","Dawson City","YDA"
"1706","CYDF","medium_airport","Deer Lake Airport","NA","CA","CA-NL","Deer Lake","YDF"
"1710","CYDN","medium_airport","Dauphin Barker Airport","NA","CA","CA-MB","Dauphin","YDN"
"1712","CYDP","medium_airport","Nain Airport","NA","CA","CA-NL","Nain","YDP"
"1713","CYDQ","medium_airport","Dawson Creek Airport","NA","CA","CA-BC","Dawson Creek","YDQ"
"1717","CYEG","large_airport","Edmonton International Airport","NA","CA","CA-AB","Edmonton","YEG"
"1718","CYEK","medium_airport","Arviat Airport","NA","CA","CA-NU","Arviat","YEK"
"1722","CYER","medium_airport","Fort Severn Airport","NA","CA","CA-ON","Fort Severn","YER"
"1726","CYEV","medium_airport","Inuvik Mike Zubko Airport","NA","CA","CA-NT","Inuvik","YEV"
"1728","CYFA","medium_airport","Fort Albany Airport","NA","CA","CA-ON","Fort Albany","YFA"
"1729","CYFB","medium_airport","Iqaluit Airport","NA","CA","CA-NU","Iqaluit","YFB"
"1730","CYFC","medium_airport","Fredericton Airport","NA","CA","CA-NB","Fredericton","YFC"
"1733","CYFH","medium_airport","Fort Hope Airport","NA","CA","CA-ON","Fort Hope","YFH"
"1734","CYFJ","medium_airport","Mont-Tremblant International Airport","NA","CA","CA-QC","La Macaza","YTM"
"1735","CYFO","medium_airport","Flin Flon Airport","NA","CA","CA-MB","Flin Flon","YFO"
"1737","CYFS","medium_airport","Fort Simpson Airport","NA","CA","CA-NT","Fort Simpson","YFS"
"1738","CYFT","medium_airport","Makkovik Airport","NA","CA","CA-NL","Makkovik","YMN"
"1739","CYGB","medium_airport","Texada Gillies Bay Airport","NA","CA","CA-BC","Texada","YGB"
"1742","CYGH","medium_airport","Fort Good Hope Airport","NA","CA","CA-NT","Fort Good Hope","YGH"
"1743","CYGK","medium_airport","Kingston Norman Rogers Airport","NA","CA","CA-ON","Kingston","YGK"
"1744","CYGL","medium_airport","La Grande Rivière Airport","NA","CA","CA-QC","La Grande Rivière","YGL"
"1746","CYGO","medium_airport","Gods Lake Narrows Airport","NA","CA","CA-MB","Gods Lake Narrows","YGO"
"1747","CYGP","medium_airport","Gaspé (Michel-Pouliot) Airport","NA","CA","CA-QC","Gaspé","YGP"
"1749","CYGR","medium_airport","Îles-de-la-Madeleine Airport","NA","CA","CA-QC","Les Îles-de-la-Madeleine","YGR"
"1750","CYGT","medium_airport","Igloolik Airport","NA","CA","CA-NU","Igloolik","YGT"
"1752","CYGW","medium_airport","Kuujjuarapik Airport","NA","CA","CA-QC","Kuujjuarapik","YGW"
"1753","CYGX","medium_airport","Gillam Airport","NA","CA","CA-MB","Gillam","YGX"
"1754","CYGZ","medium_airport","Grise Fiord Airport","NA","CA","CA-NU","Grise Fiord","YGZ"
"1755","CYHA","medium_airport","Quaqtaq Airport","NA","CA","CA-QC","Quaqtaq","YQC"
"1757","CYHD","medium_airport","Dryden Regional Airport","NA","CA","CA-ON","Dryden","YHD"
"1760","CYHH","medium_airport","Nemiscau Airport","NA","CA","CA-QC","Nemiscau","YNS"
"1761","CYHI","medium_airport","Ulukhaktok Holman Airport","NA","CA","CA-NT","Ulukhaktok","YHI"
"1762","CYHK","medium_airport","Gjoa Haven Airport","NA","CA","CA-NU","Gjoa Haven","YHK"
"1763","CYHM","medium_airport","John C. Munro Hamilton International Airport","NA","CA","CA-ON","Hamilton","YHM"
"1765","CYHO","medium_airport","Hopedale Airport","NA","CA","CA-NL","Hopedale","YHO"
"1766","CYHR","medium_airport","Chevery Airport","NA","CA","CA-QC","Chevery","YHR"
"1768","CYHU","medium_airport","Montréal / Saint-Hubert Airport","NA","CA","CA-QC","Montréal","YHU"
"1769","CYHY","medium_airport","Hay River / Merlyn Carter Airport","NA","CA","CA-NT","Hay River","YHY"
"1770","CYHZ","large_airport","Halifax / Stanfield International Airport","NA","CA","CA-NS","Halifax","YHZ"
"1774","CYIK","medium_airport","Ivujivik Airport","NA","CA","CA-QC","Ivujivik","YIK"
"1775","CYIO","medium_airport","Pond Inlet Airport","NA","CA","CA-NU","Pond Inlet","YIO"
"1776","CYIV","medium_airport","Island Lake Airport","NA","CA","CA-MB","Island Lake","YIV"
"1783","CYJT","medium_airport","Stephenville Airport","NA","CA","CA-NL","Stephenville","YJT"
"1784","CYKA","medium_airport","Kamloops Airport","NA","CA","CA-BC","Kamloops","YKA"
"1786","CYKD","medium_airport","Aklavik/Freddie Carmichael Airport","NA","CA","CA-NT","Aklavik","LAK"
"1787","CYKF","medium_airport","Waterloo Airport","NA","CA","CA-ON","Kitchener","YKF"
"1788","CYKG","medium_airport","Kangiqsujuaq (Wakeham Bay) Airport","NA","CA","CA-QC","Kangiqsujuaq","YWB"
"1790","CYKL","medium_airport","Schefferville Airport","NA","CA","CA-QC","Schefferville","YKL"
"1791","CYKO","medium_airport","Akulivik Airport","NA","CA","CA-QC","Akulivik","AKV"
"1792","CYKQ","medium_airport","Waskaganish Airport","NA","CA","CA-QC","Waskaganish","YKQ"
"1796","CYLA","medium_airport","Aupaluk Airport","NA","CA","CA-QC","Aupaluk","YPJ"
"1798","CYLC","medium_airport","Kimmirut Airport","NA","CA","CA-NU","Kimmirut","YLC"
"1800","CYLH","medium_airport","Lansdowne House Airport","NA","CA","CA-ON","Lansdowne House","YLH"
"1802","CYLK","medium_airport","Lutselk'e Airport","NA","CA","CA-NT","Lutselk'e","YSG"
"1803","CYLL","medium_airport","Lloydminster Airport","NA","CA","CA-AB","Lloydminster","YLL"
"1807","CYLU","medium_airport","Kangiqsualujjuaq (Georges River) Airport","NA","CA","CA-QC","Kangiqsualujjuaq","XGR"
"1808","CYLW","medium_airport","Kelowna International Airport","NA","CA","CA-BC","Kelowna","YLW"
"1812","CYMH","medium_airport","Mary's Harbour Airport","NA","CA","CA-NL","Mary's Harbour","YMH"
"1815","CYMM","medium_airport","Fort McMurray Airport","NA","CA","CA-AB","Fort McMurray","YMM"
