"id","ident","type","name","continent","iso_country","iso_region","municipality","iata_code"
"29127","EGEF","small_airport","Fair Isle Airport","EU","GB","GB-SCT","Fair Isle","FIE"
"29129","EGEN","small_airport","North Ronaldsay Airport","EU","GB","GB-SCT","North Ronaldsay","NRL"
"29130","EGEP","small_airport","Papa Westray Airport","EU","GB","GB-SCT","Papa Westray","PPW"
"29131","EGER","small_airport","Stronsay Airport","EU","GB","GB-SCT","Stronsay","SOY"
"29132","EGES","small_airport","Sanday Airport","EU","GB","GB-SCT","Sanday","NDY"
"29133","EGET","small_airport","Lerwick / Tingwall Airport","EU","GB","GB-SCT","Lerwick","LWK"
"29134","EGEW","small_airport","Westray Airport","EU","GB","GB-SCT","Westray","WRY"
"2415","EGFF","medium_airport","Cardiff International Airport","EU","GB","GB-WLS","Cardiff","CWL"
"2417","EGGD","medium_airport","Bristol Airport","EU","GB","GB-ENG","Bristol","BRS"
"2418","EGGP","medium_airport","Liverpool John Lennon Airport","EU","GB","GB-ENG","Liverpool","LPL"
"2419","EGGW","large_airport","London Luton Airport","EU","GB","GB-ENG","London","LTN"
"29139","EGHC","small_airport","Land's End Airport","EU","GB","GB-ENG","Land's End","LEQ"
"29140","EGHE","small_airport","St. Mary's Airport","EU","GB","GB-ENG","St. Mary's","ISC"
"2421","EGHH","medium_airport","Bournemouth Airport","EU","GB","GB-ENG","Bournemouth","BOH"
"2422","EGHI","medium_airport","Southampton Airport","EU","GB","GB-ENG","Southampton","SOU"
"2404","EGHQ","medium_airport","Newquay Cornwall Airport","EU","GB","GB-ENG","Newquay","NQY"
"2424","EGJA","medium_airport","Alderney Airport","EU","GG","GG-U-A","Saint Anne","ACI"
"2425","EGJB","medium_airport","Guernsey Airport","EU","GG","GG-U-A","Saint Peter Port","GCI"
"2426","EGJJ","medium_airport","Jersey Airport","EU","JE","JE-U-A","Saint Helier","JER"
"2429","EGKK","large_airport","London Gatwick Airport","EU","GB","GB-ENG","London","LGW"
"2430","EGLC","medium_airport","London City Airport","EU","GB","GB-ENG","London","LCY"
"2434","EGLL","large_airport","London Heathrow Airport","EU","GB","GB-ENG","London","LHR"
"2435","EGMC","medium_airport","Southend Airport","EU","GB","GB-ENG","London","SEN"
"2441","EGNH","medium_airport","Blackpool International Airport","EU","GB","GB-ENG","Blackpool","BLK"
"2442","EGNJ","medium_airport","Humberside Airport","EU","GB","GB-ENG","Grimsby","HUY"
"2444","EGNM","medium_airport","Leeds Bradford Airport","EU","GB","GB-ENG","Leeds","LBA"
"2447","EGNS","medium_airport","Isle of Man Airport","EU","IM","IM-U-A","Castletown","IOM"
"2448","EGNT","medium_airport","Newcastle Airport","EU","GB","GB-ENG","Newcastle","NCL"
"2449","EGNV","medium_airport","Teesside International Airport","EU","GB","GB-ENG","Darlington, Durham","MME"
"2450","EGNX","medium_airport","East Midlands Airport","EU","GB","GB-ENG","Nottingham","EMA"
"2454","EGOV","medium_airport","Anglesey Airport","EU","GB","GB-WLS","Angelsey","VLY"
"2456","EGPA","medium_airport","Kirkwall Airport","EU","GB","GB-SCT","Orkney Islands","KOI"
"2457","EGPB","medium_airport","Sumburgh Airport","EU","GB","GB-SCT","Lerwick","LSI"
"2458","EGPC","medium_airport","Wick Airport","EU","GB","GB-SCT","Wick","WIC"
"2459","EGPD","medium_airport","Aberdeen Dyce Airport","EU","GB","GB-SCT","Aberdeen","ABZ"
"2460","EGPE","medium_airport","Inverness Airport","EU","GB","GB-SCT","Inverness","INV"
"2461","EGPF","large_airport","Glasgow International Airport","EU","GB","GB-SCT","Paisley, Renfrewshire","GLA"
"2462","EGPH","large_airport","Edinburgh Airport","EU","GB","GB-SCT","Edinburgh","EDI"
"2463","EGPI","medium_airport","Islay Airport","EU","GB","GB-SCT","Port Ellen","ILY"
"2464","EGPK","medium_airport","Glasgow Prestwick Airport","EU","GB","GB-SCT","Prestwick, South Ayrshire","PIK"
"2465","EGPL","medium_airport","Benbecula Airport","EU","GB","GB-SCT","Balivanich","BEB"
"2467","EGPN","medium_airport","Dundee Airport","EU","GB","GB-SCT","Dundee","DND"
"2468","EGPO","medium_airport","Stornoway Airport","EU","GB","GB-SCT","Stornoway, Western Isles","SYY"
"29173","EGPR","medium_airport","Barra Airport","EU","GB","GB-SCT","Eoligarry","BRR"
"2469","EGPU","medium_airport","Tiree Airport","EU","GB","GB-SCT","Balemartine","TRE"
"2475","EGSH","medium_airport","Norwich International Airport","EU","GB","GB-ENG","Norwich","NWI"
"2476","EGSS","large_airport","London Stansted Airport","EU","GB","GB-ENG","London","STN"
"2481","EGTE","medium_airport","Exeter International Airport","EU","GB","GB-ENG","Exeter","EXT"
"2512","EGYP","medium_airport","Mount Pleasant Airport","SA","FK","FK-U-A","Mount Pleasant","MPN"
"2513","EHAM","large_airport","Amsterdam Airport Schiphol","EU","NL","NL-NH","Amsterdam","AMS"
"2515","EHBK","medium_airport","Maastricht Aachen Airport","EU","NL","NL-LI","Maastricht","MST"
"2518","EHEH","large_airport","Eindhoven Airport","EU","NL","NL-NB","Eindhoven","EIN"
"2519","EHGG","medium_airport","Eelde Airport","EU","NL","NL-DR","Groningen","GRQ"
"2522","EHLE","medium_airport","Lelystad Airport","EU","NL","NL-FL","Lelystad","LEY"
"2524","EHRD","medium_airport","Rotterdam The Hague Airport","EU","NL","NL-ZH","Rotterdam","RTM"
"27309","EICA","small_airport","Connemara Regional Airport","EU","IE","IE-G","Inverin","NNR"
"2530","EICK","medium_airport","Cork Airport","EU","IE","IE-C","Cork","ORK"
"2531","EICM","medium_airport","Galway Airport","EU","IE","IE-G","Galway","GWY"
"2532","EIDL","medium_airport","Donegal Airport","EU","IE","IE-DL","Donegal","CFN"
"2533","EIDW","large_airport","Dublin Airport","EU","IE","IE-D","Dublin","DUB"
"29221","EIIM","small_airport","Inishmore Aerodrome","EU","IE","IE-G","Inis Mór","IOR"
"29222","EIIR","small_airport","Inisheer Aerodrome","EU","IE","IE-G","Inis Oírr","INQ"
"2534","EIKN","medium_airport","Ireland West Knock Airport","EU","IE","IE-MO","Charlestown","NOC"
"2535","EIKY","medium_airport","Kerry Airport","EU","IE","IE-KY","Killarney","KIR"
"29226","EIMN","small_airport","Inishmaan Aerodrome","EU","IE","IE-G","Inis Meáin","IIA"
"2537","EINN","large_airport","Shannon Airport","EU","IE","IE-CE","Shannon","SNN"
"2539","EIWF","medium_airport","Waterford Airport","EU","IE","IE-WD","Waterford","WAT"
"314559","EJN","small_airport","Ejin Banner Taolai Airport","AS","CN","CN-15","Ejin Banner","EJN"
"317874","EJT","small_airport","Enejit Airport","OC","MH","MH-MIL","Enejit Island","EJT"
"2540","EKAH","medium_airport","Aarhus Airport","EU","DK","DK-82","Aarhus","AAR"
"2541","EKBI","large_airport","Billund Airport","EU","DK","DK-83","Billund","BLL"
"2542","EKCH","large_airport","Copenhagen Kastrup Airport","EU","DK","DK-84","Copenhagen","CPH"
"2543","EKEB","medium_airport","Esbjerg Airport","EU","DK","DK-83","Esbjerg","EBJ"
"2546","EKKA","medium_airport","Karup Airport","EU","DK","DK-82","Karup","KRP"
"2549","EKOD","medium_airport","Odense Airport","EU","DK","DK-83","Odense","ODE"
"2552","EKRN","medium_airport","Bornholm Airport","EU","DK","DK-84","Rønne","RNN"
"2553","EKSB","medium_airport","Sønderborg Airport","EU","DK","DK-83","Sønderborg","SGD"
"2554","EKSN","medium_airport","Sindal Airport","EU","DK","DK-81","Sindal","CNL"
"2559","EKVG","medium_airport","Vágar Airport","EU","FO","FO-U-A","Vágar","FAE"
"2562","EKYT","medium_airport","Aalborg Airport","EU","DK","DK-81","Aalborg","AAL"
"2563","ELLX","large_airport","Luxembourg-Findel International Airport","EU","LU","LU-L","Luxembourg","LUX"
"2564","ENAL","medium_airport","Ålesund Airport, Vigra","EU","NO","NO-15","Ålesund","AES"
"2565","ENAN","medium_airport","Andøya Airport, Andenes","EU","NO","NO-18","Andenes","ANX"
"2566","ENAT","medium_airport","Alta Airport","EU","NO","NO-54","Alta","ALF"
"29254","ENBL","small_airport","Førde Airport, Bringeland","EU","NO","NO-46","Førde","FDE"
"2568","ENBN","medium_airport","Brønnøysund Airport, Brønnøy","EU","NO","NO-18","Brønnøy","BNN"
"2569","ENBO","medium_airport","Bodø Airport","EU","NO","NO-18","Bodø","BOO"
"2570","ENBR","large_airport","Bergen Airport, Flesland","EU","NO","NO-46","Bergen","BGO"
"2571","ENBS","medium_airport","Båtsfjord Airport","EU","NO","NO-54","Båtsfjord","BJF"
"29255","ENBV","medium_airport","Berlevåg Airport","EU","NO","NO-54","Berlevåg","BVG"
"2572","ENCN","medium_airport","Kristiansand Airport, Kjevik","EU","NO","NO-42","Kjevik","KRS"
"2574","ENDU","medium_airport","Bardufoss Airport","EU","NO","NO-54","Målselv","BDU"
"2575","ENEV","medium_airport","Harstad/Narvik Airport, Evenes","EU","NO","NO-18","Evenes","EVE"
"2577","ENFL","medium_airport","Florø Airport","EU","NO","NO-46","Florø","FRO"
"2578","ENGM","large_airport","Oslo Airport, Gardermoen","EU","NO","NO-30","Oslo","OSL"
"2579","ENHD","medium_airport","Haugesund Airport, Karmøy","EU","NO","NO-11","Karmøy","HAU"
"28115","ENHF","medium_airport","Hammerfest Airport","EU","NO","NO-54","Hammerfest","HFT"
"2580","ENHK","small_airport","Hasvik Airport","EU","NO","NO-54","Hasvik","HAA"
"29261","ENHV","medium_airport","Honningsvåg Airport, Valan","EU","NO","NO-54","Honningsvåg","HVG"
"2581","ENKB","medium_airport","Kristiansund Airport, Kvernberget","EU","NO","NO-15","Kvernberget","KSU"
"2583","ENKR","medium_airport","Kirkenes Airport, Høybuktmoen","EU","NO","NO-54","Kirkenes","KKN"
"29264","ENLK","medium_airport","Leknes Airport","EU","NO","NO-18","Leknes","LKN"
"29265","ENMH","medium_airport","Mehamn Airport","EU","NO","NO-54","Mehamn","MEH"
"2585","ENML","medium_airport","Molde Airport, Årø","EU","NO","NO-15","Årø","MOL"
"2586","ENMS","medium_airport","Mosjøen Airport, Kjærstad","EU","NO","NO-18","Mosjøen","MJF"
"2587","ENNA","medium_airport","Lakselv Airport, Banak","EU","NO","NO-54","Lakselv","LKL"
"29267","ENNM","small_airport","Namsos Airport","EU","NO","NO-50","Namsos","OSY"
"2588","ENNO","medium_airport","Notodden Airport","EU","NO","NO-38","Notodden","NTB"
"2589","ENOL","medium_airport","Ørland Airport","EU","NO","NO-50","Ørland","OLA"
"28114","ENOV","medium_airport","Ørsta-Volda Airport, Hovden","EU","NO","NO-15","Ørsta","HOV"
"29277","ENRA","medium_airport","Mo i Rana Airport, Røssvoll","EU","NO","NO-18","Mo i Rana","MQN"
"29278","ENRM","medium_airport","Rørvik Airport, Ryum","EU","NO","NO-50","Rørvik","RVK"
"2591","ENRO","medium_airport","Røros Airport","EU","NO","NO-50","Røros","RRS"
"29279","ENRS","small_airport","Røst Airport","EU","NO","NO-18","-","RET"
"2593","ENSB","medium_airport","Svalbard Airport, Longyear","EU","NO","NO-21","Longyearbyen","LYR"
"29280","ENSD","small_airport","Sandane Airport, Anda","EU","NO","NO-46","Sandane","SDN"
"28116","ENSG","small_airport","Sogndal Airport, Haukåsen","EU","NO","NO-46","Sogndal","SOG"
"29281","ENSH","medium_airport","Svolvær Airport, Helle","EU","NO","NO-18","Svolvær","SVJ"
"29282","ENSK","medium_airport","Stokmarknes Airport, Skagen","EU","NO","NO-18","Hadsel","SKN"
"2595","ENSO","medium_airport","Stord Airport, Sørstokken","EU","NO","NO-46","Leirvik","SRP"
"2596","ENSR","medium_airport","Sørkjosen Airport","EU","NO","NO-54","Sørkjosen","SOJ"
"2597","ENSS","medium_airport","Vardø Airport, Svartnes","EU","NO","NO-54","Vardø","VAW"
"2598","ENST","medium_airport","Sandnessjøen Airport, Stokka","EU","NO","NO-18","Alstahaug","SSJ"
"2599","ENTC","large_airport","Tromsø Airport, Langnes","EU","NO","NO-54","Tromsø","TOS"
"2600","ENTO","medium_airport","Sandefjord Airport, Torp","EU","NO","NO-38","Torp","TRF"
"2601","ENVA","large_airport","Trondheim Airport, Værnes","EU","NO","NO-50","Trondheim","TRD"
"29284","ENVD","medium_airport","Vadsø Airport","EU","NO","NO-54","Vadsø","VDS"
"35127","ENVR","heliport","Værøy Heliport","EU","NO","NO-18","Værøy","VRY"
"336112","ENY","medium_airport","Yan'an Nanniwan Airport","AS","CN","CN-61","Yan'an (Baota)","ENY"
"2602","ENZV","large_airport","Stavanger Airport, Sola","EU","NO","NO-11","Stavanger","SVG"
"2604","EPBY","medium_airport","Bydgoszcz Ignacy Jan Paderewski Airport","EU","PL","PL-KP","Bydgoszcz","BZG"
"2608","EPGD","large_airport","Gdańsk Lech Wałęsa Airport","EU","PL","PL-PM","Gdańsk","GDN"
"2609","EPKK","large_airport","Kraków John Paul II International Airport","EU","PL","PL-MA","Kraków","KRK"
"2613","EPKT","medium_airport","Katowice International Airport","EU","PL","PL-SL","Katowice","KTW"
"309484","EPLB","medium_airport","Lublin Airport","EU","PL","PL-LU","Lublin","LUZ"
"2616","EPLL","medium_airport","Łódź Władysław Reymont Airport","EU","PL","PL-LD","Łódź","LCJ"
"2622","EPMO","medium_airport","Modlin Airport","EU","PL","PL-MZ","Warsaw","WMI"
"2625","EPPO","medium_airport","Poznań-Ławica Airport","EU","PL","PL-WP","Poznań","POZ"
"2628","EPRA","medium_airport","Radom Airport","EU","PL","PL-MZ","Radom","RDO"
"2629","EPRZ","medium_airport","Rzeszów-Jasionka Airport","EU","PL","PL-PK","Rzeszów","RZE"
"2630","EPSC","medium_airport","Szczecin-Goleniów Solidarność Airport","EU","PL","PL-ZP","Goleniow","SZZ"
"2635","EPSY","medium_airport","Olsztyn-Mazury Airport","EU","PL","PL-WN","Olsztyn","SZY"
"2637","EPWA","large_airport","Warsaw Chopin Airport","EU","PL","PL-MZ","Warsaw","WAW"
"2638","EPWR","medium_airport","Copernicus Wrocław Airport","EU","PL","PL-DS","Wrocław","WRO"
"2639","EPZG","medium_airport","Zielona Góra-Babimost Airport","EU","PL","PL-LB","Babimost","IEG"
"2646","ESDF","medium_airport","Ronneby Airport","EU","SE","SE-K","Ronneby","RNB"
"2648","ESGG","large_airport","Gothenburg-Landvetter Airport","EU","SE","SE-Q","Gothenburg","GOT"
"2649","ESGJ","medium_airport","Jönköping Airport","EU","SE","SE-F","Jönköping","JKG"
"2654","ESGT","medium_airport","Trollhättan-Vänersborg Airport","EU","SE","SE-Q","Trollhättan","THN"
"2659","ESKM","medium_airport","Mora Airport","EU","SE","SE-W","Mora","MXX"
"2660","ESKN","medium_airport","Stockholm Skavsta Airport","EU","SE","SE-D","Stockholm","NYO"
"316498","ESKS","medium_airport","Scandinavian Mountains Airport","EU","SE","SE-W","Sälen / Trysil","SCR"
"2664","ESMK","medium_airport","Kristianstad Airport","EU","SE","SE-M","Kristianstad","KID"
"2668","ESMQ","medium_airport","Kalmar Airport","EU","SE","SE-H","Kalmar","KLR"
"2669","ESMS","medium_airport","Malmö Sturup Airport","EU","SE","SE-M","Malmö","MMX"
"2670","ESMT","medium_airport","Halmstad Airport","EU","SE","SE-N","Halmstad","HAD"
"2672","ESMX","medium_airport","Växjö Kronoberg Airport","EU","SE","SE-G","Växjö","VXO"
"2675","ESND","medium_airport","Sveg Airport","EU","SE","SE-Z","Sveg","EVG"
"2676","ESNG","medium_airport","Gällivare Airport","EU","SE","SE-BD","Gällivare","GEV"
"2679","ESNK","medium_airport","Kramfors-Sollefteå Höga Kusten Airport","EU","SE","SE-Y","Nyland","KRF"
"2680","ESNL","medium_airport","Lycksele Airport","EU","SE","SE-AC","Lycksele","LYC"
"2682","ESNN","medium_airport","Sundsvall-Härnösand Airport","EU","SE","SE-Y","Sundsvall/ Härnösand","SDL"
"2683","ESNO","medium_airport","Örnsköldsvik Airport","EU","SE","SE-Y","Örnsköldsvik","OER"
"2685","ESNQ","medium_airport","Kiruna Airport","EU","SE","SE-BD","Kiruna","KRN"
"2687","ESNS","medium_airport","Skellefteå Airport","EU","SE","SE-AC","Skellefteå","SFT"
"2689","ESNU","medium_airport","Umeå Airport","EU","SE","SE-AC","Umeå","UME"
"2690","ESNV","medium_airport","Vilhelmina South Lapland Airport","EU","SE","SE-AC","Vilhelmina","VHM"
"2691","ESNX","medium_airport","Arvidsjaur Airport","EU","SE","SE-BD","Arvidsjaur","AJR"
"29358","ESNZ","medium_airport","Åre Östersund Airport","EU","SE","SE-Z","Östersund","OSD"
"2693","ESOE","medium_airport","Örebro Airport","EU","SE","SE-T","Örebro","ORB"
"2694","ESOH","medium_airport","Hagfors Airport","EU","SE","SE-S","Råda","HFS"
"2695","ESOK","medium_airport","Karlstad Airport","EU","SE","SE-S","Karlstad","KSD"
"2696","ESOW","medium_airport","Stockholm Västerås Airport","EU","SE","SE-U","Stockholm / Västerås","VST"
"2697","ESPA","medium_airport","Luleå Airport","EU","SE","SE-BD","Luleå","LLA"
"2701","ESSA","large_airport","Stockholm-Arlanda Airport","EU","SE","SE-AB","Stockholm","ARN"
"2702","ESSB","medium_airport","Stockholm-Bromma Airport","EU","SE","SE-AB","Stockholm","BMA"
"2703","ESSD","medium_airport","Dala Airport","EU","SE","SE-W","Borlange","BLE"
"2706","ESSL","medium_airport","Linköping City Airport","EU","SE","SE-E","Linköping","LPI"
"2707","ESSP","medium_airport","Norrköping Airport","EU","SE","SE-E","Norrköping","NRK"
"2708","ESST","medium_airport","Torsby Airport","EU","SE","SE-S","Torsby","TYF"
"2710","ESSV","medium_airport","Visby Airport","EU","SE","SE-I","Visby","VBY"
"2711","ESTA","medium_airport","Ängelholm-Helsingborg Airport","EU","SE","SE-M","Ängelholm","AGH"
"2713","ESUD","medium_airport","Storuman Airport","EU","SE","SE-AC","Storuman","SQO"
"2716","ESUT","medium_airport","Hemavan Airport","EU","SE","SE-AC","Hemavan","HMV"
"32294","ET-SHC","small_airport","Shire Inda Selassie Airport","AF","ET","ET-TI","Shire Inda Selassie","SHC"
"2739","ETNL","medium_airport","Rostock-Laage Airport","EU","DE","DE-MV","Rostock","RLG"
"2757","EVLA","medium_airport","Liepāja International Airport","EU","LV","LV-112","Liepāja","LPX"
"2758","EVRA","large_airport","Riga International Airport","EU","LV","LV-062","Riga","RIX"
"2759","EVVA","medium_airport","Ventspils International Airport","EU","LV","LV-VEN","Ventspils","VNT"
"2760","EYKA","medium_airport","Kaunas International Airport","EU","LT","LT-KU","Kaunas","KUN"
"2762","EYPA","medium_airport","Palanga International Airport","EU","LT","LT-KL","Palanga","PLQ"
"2766","EYVI","large_airport","Vilnius International Airport","EU","LT","LT-VL","Vilnius","VNO"
"2772","FABL","medium_airport","Bram Fischer International Airport","AF","ZA","ZA-FS","Bloemfontain","BFN"
"2775","FACT","large_airport","Cape Town International Airport","AF","ZA","ZA-WC","Cape Town","CPT"
"2779","FAEL","medium_airport","Ben Schoeman Airport","AF","ZA","ZA-EC","East London","ELS"
"2783","FAGG","medium_airport","George Airport","AF","ZA","ZA-WC","George","GRJ"
"2790","FAHS","small_airport","Hoedspruit Air Force Base Airport","AF","ZA","ZA-NP","Hoedspruit","HDS"
"2794","FAKM","medium_airport","Kimberley Airport","AF","ZA","ZA-NC","Kimberley","KIM"
"2795","FAKN","medium_airport","Kruger Mpumalanga International Airport","AF","ZA","ZA-MP","Mpumalanga","MQP"
"2800","FALA","medium_airport","Lanseria International Airport","AF","ZA","ZA-GT","Johannesburg","HLA"
"300795","FALE","large_airport","King Shaka International Airport","AF","ZA","ZA-NL","Durban","DUR"
"2808","FAMD","medium_airport","Malamala Airport","AF","ZA","ZA-NP","Malamala","AAM"
"2809","FAMG","medium_airport","Margate Airport","AF","ZA","ZA-NL","Margate","MGH"
"2812","FAMM","medium_airport","Mmabatho International Airport","AF","ZA","ZA-NW","Mafeking","MBD"
"31055","FAOR","large_airport","OR Tambo International Airport","AF","ZA","ZA-GT","Johannesburg","JNB"
"2820","FAPE","medium_airport","Chief Dawid Stuurman International Airport","AF","ZA","ZA-EC","Gqeberha (Port Elizabeth)","PLZ"
"2821","FAPG","medium_airport","Plettenberg Bay Airport","AF","ZA","ZA-WC","Plettenberg Bay","PBZ"
"2822","FAPH","medium_airport","Hendrik Van Eck Airport","AF","ZA","ZA-NP","Phalaborwa","PHW"
"2825","FAPM","medium_airport","Pietermaritzburg Airport","AF","ZA","ZA-NL","Pietermaritzburg","PZB"
"2826","FAPN","small_airport","Pilanesberg International Airport","AF","ZA","ZA-NW","Pilanesberg","NTY"
"2827","FAPP","medium_airport","Polokwane International Airport","AF","ZA","ZA-NP","Polokwane","PTG"
"2831","FARB","medium_airport","Richards Bay Airport","AF","ZA","ZA-NL","Richards Bay","RCB"
"2847","FAUP","medium_airport","Pierre Van Ryneveld Airport","AF","ZA","ZA-NC","Upington","UTN"
"2848","FAUT","medium_airport","K. D. Matanzima Airport","AF","ZA","ZA-EC","Mthatha","UTT"
"2860","FBFT","medium_airport","P G Matante Intl","AF","BW","BW-FR","Francistown","FRW"
"29891","FBGZ","small_airport","Ghanzi Airport","AF","BW","BW-GH","Ghanzi","GNZ"
"2861","FBJW","medium_airport","Jwaneng Airport","AF","BW","BW-JW","Jwaneng","JWA"
"2862","FBKE","medium_airport","Kasane Airport","AF","BW","BW-CH","Kasane","BBK"
"2863","FBMN","medium_airport","Maun Airport","AF","BW","BW-NW","Maun","MUB"
"30218","FBOR","small_airport","Orapa Airport","AF","BW","BW-CE","Orapa","ORP"
"2864","FBSK","large_airport","Sir Seretse Khama International Airport","AF","BW","BW-GA","Gaborone","GBE"
"2866","FBSP","medium_airport","Selebi Phikwe Airport","AF","BW","BW-SP","Selebi Phikwe","PKW"
"30411","FBSW","small_airport","Shakawe Airport","AF","BW","BW-NW","Shakawe","SWX"
"30077","FBTL","small_airport","Limpopo Valley Airport","AF","BW","BW-CE","Tuli Lodge","TLD"
"2868","FCBB","medium_airport","Maya-Maya Airport","AF","CG","CG-12","Brazzaville","BZV"
"30920","FCPL","medium_airport","Ngot Nzoungou Airport","AF","CG","CG-9","Dolisie","DIS"
"2871","FCPP","medium_airport","Antonio Agostinho-Neto International Airport","AF","CG","CG-5","Pointe Noire","PNR"
"308033","FDSK","large_airport","King Mswati III International Airport","AF","SZ","SZ-LU","Mpaka","SHO"
"2873","FEFF","medium_airport","Bangui M'Poko International Airport","AF","CF","CF-MP","Bangui","BGF"
"313672","FGAB","small_airport","Annobón Airport","AF","GQ","GQ-AN","San Antonio de Palé","NBN"
"2875","FGBT","medium_airport","Bata Airport","AF","GQ","GQ-LI","Bata","BSG"
"2876","FGSL","medium_airport","Malabo Airport","AF","GQ","GQ-BN","Malabo","SSG"
"2877","FHAW","medium_airport","RAF Ascension Island","AF","SH","SH-AC","Cat Hill","ASI"
"318444","FHSH","small_airport","Saint Helena Airport","AF","SH","SH-SH","Longwood","HLE"
"2878","FIMP","large_airport","Sir Seewoosagur Ramgoolam International Airport","AF","MU","MU-GP","Plaine Magnein","MRU"
"2879","FIMR","medium_airport","Sir Charles Gaetan Duval Airport","AF","MU","MU-VP","Port Mathurin","RRG"
"2882","FKKD","medium_airport","Douala International Airport","AF","CM","CM-LT","Douala","DLA"
"2883","FKKL","medium_airport","Salak Airport","AF","CM","CM-EN","Maroua","MVR"
"2885","FKKN","medium_airport","N'Gaoundéré Airport","AF","CM","CM-AD","N'Gaoundéré","NGE"
"2886","FKKR","medium_airport","Garoua International Airport","AF","CM","CM-NO","Garoua","GOU"
"2889","FKKY","medium_airport","Yaoundé Airport","AF","CM","CM-CE","Yaoundé","YAO"
"2890","FKYS","medium_airport","Yaoundé Nsimalen International Airport","AF","CM","CM-CE","Yaoundé","NSI"
"29781","FLCP","small_airport","Chipata Airport","AF","ZM","ZM-03","Chipata","CIP"
"2893","FLLI","medium_airport","Harry Mwanga Nkumbula International Airport","AF","ZM","ZM-07","Livingstone","LVI"
"2894","FLLS","large_airport","Kenneth Kaunda International Airport","AF","ZM","ZM-09","Lusaka","LUN"
"2895","FLMF","medium_airport","Mfuwe Airport","AF","ZM","ZM-03","Mfuwe","MFU"
"2897","FLND","medium_airport","Simon Mwansa Kapwepwe International Airport","AF","ZM","ZM-08","Ndola","NLA"
"30427","FLSW","small_airport","Solwesi Airport","AF","ZM","ZM-06","Solwesi","SLI"
"2901","FMCH","medium_airport","Prince Said Ibrahim International Airport","AF","KM","KM-G","Moroni","HAH"
"2902","FMCI","medium_airport","Mohéli Bandar Es Eslam Airport","AF","KM","KM-M","Fomboni","NWA"
"2903","FMCV","medium_airport","Ouani Airport","AF","KM","KM-A","Ouani","AJN"
"2904","FMCZ","medium_airport","Dzaoudzi Pamandzi International Airport","AF","YT","YT-U-A","Dzaoudzi","DZA"
"2905","FMEE","large_airport","Roland Garros Airport","AF","RE","RE-U-A","St Denis","RUN"
"2906","FMEP","medium_airport","Pierrefonds Airport","AF","RE","RE-U-A","St Pierre","ZSE"
"32633","FMMG","small_airport","Antsalova Airport","AF","MG","MG-M","Antsalova","WAQ"
"2908","FMMI","large_airport","Ivato Airport","AF","MG","MG-T","Antananarivo","TNR"
"31715","FMMK","small_airport","Ankavandra Airport","AF","MG","MG-U","Ankavandra","JVA"
"30774","FMML","small_airport","Belo sur Tsiribihina Airport","AF","MG","MG-U","Belo sur Tsiribihina","BMD"
"2909","FMMN","medium_airport","Miandrivazo Airport","AF","MG","MG-U","Miandrivazo","ZVA"
"31982","FMMO","small_airport","Maintirano Airport","AF","MG","MG-M","Maintirano","MXT"
"32484","FMMR","small_airport","Morafenobe Airport","AF","MG","MG-M","Morafenobe","TVA"
"2910","FMMS","medium_airport","Sainte Marie Airport","AF","MG","MG-A","Vohilava","SMS"
"2911","FMMT","medium_airport","Toamasina Ambalamanasy Airport","AF","MG","MG-A","Toamasina","TMM"
"32678","FMMU","small_airport","Tambohorano Airport","AF","MG","MG-M","Tambohorano","WTA"
"2912","FMMV","medium_airport","Morondava Airport","AF","MG","MG-U","Morondava","MOQ"
"32682","FMMX","small_airport","Tsiroanomandidy Airport","AF","MG","MG-T","Tsiroanomandidy","WTS"
"32630","FMMZ","small_airport","Ambatondrazaka Airport","AF","MG","MG-A","Ambatondrazaka","WAM"
"2913","FMNA","medium_airport","Arrachart Airport","AF","MG","MG-D","Antisiranana","DIE"
"2914","FMNC","medium_airport","Mananara Nord Airport","AF","MG","MG-A","Mananara Nord","WMR"
"32673","FMNG","small_airport","Port Bergé Airport","AF","MG","MG-M","Port Bergé","WPB"
"2917","FMNH","medium_airport","Antsirabe Airport","AF","MG","MG-D","Antsirabe","ANM"
"2918","FMNL","medium_airport","Analalava Airport","AF","MG","MG-M","Analalava","HVA"
"2919","FMNM","medium_airport","Amborovy Airport","AF","MG","MG-M","Mahajanga","MJN"
"2920","FMNN","medium_airport","Fascene Airport","AF","MG","MG-D","Nosy Be","NOS"
"30951","FMNO","small_airport","Soalala Airport","AF","MG","MG-M","Soalala","DWB"
"35210","FMNP","small_airport","Mampikony Airport","AF","MG","MG-M","Mampikony","WMP"
"2921","FMNQ","medium_airport","Besalampy Airport","AF","MG","MG-M","Besalampy","BPY"
"2922","FMNR","medium_airport","Maroantsetra Airport","AF","MG","MG-A","Maroantsetra","WMN"
"2923","FMNS","medium_airport","Sambava Airport","AF","MG","MG-D","Sambava","SVB"
"32481","FMNT","small_airport","Tsaratanana Airport","AF","MG","MG-M","Tsaratanana","TTS"
"2924","FMNV","medium_airport","Vohemar Airport","AF","MG","MG-D","Vohemar","VOH"
"2925","FMNW","medium_airport","Ambalabe Airport","AF","MG","MG-M","Antsohihy","WAI"
"32659","FMNX","small_airport","Mandritsara Airport","AF","MG","MG-M","Mandritsara","WMA"
"2927","FMSD","medium_airport","Tôlanaro Airport","AF","MG","MG-U","Tôlanaro","FTU"
